,wellName,MD,CALI,GR,RHOB,NPHI,RACEHM_l10,RACELM_l10,RPCEHM_l10,RPCELM_l10
16007,15/9-F-11 B,3560.3,8.625,62.568999999999996,2.439,0.212,0.6393868690176839,0.6366884479532827,0.6591552809406298,0.6532125137753437
25035,15/9-F-11 B,4463.1,8.75,74.938,2.555,0.23399999999999999,0.2864564697469829,0.23299611039215382,0.37456506072276513,0.29600666931367225
27515,15/9-F-11 B,4711.1,8.672,70.111,2.383,0.185,-0.13966199342900631,-0.21112488422458328,-0.17587416608345102,-0.1864190114318081
3280,15/9-F-1 B,3347.9,8.6637,59.1579,2.5164,0.1337,0.17768075984877812,0.17014432264335647,0.16693309487115385,0.18232904061670543
15562,15/9-F-11 B,3515.8,8.578,28.934,2.14,0.203,1.3722490140639556,1.3967745370300266,1.6985876569344023,1.5553484184305872
11261,15/9-F-1 C,3945.9,8.5569,20.105,2.2126,0.195,0.8208973496936642,0.7279558347163465,0.9888130384479157,0.9112322050662013
2531,15/9-F-1 B,3273.0,8.613,17.4307,2.2584,0.1532,0.7426465899387362,0.796636767226257,0.8081028924204842,0.7899612580862341
26456,15/9-F-11 B,4605.2,8.625,25.324,2.3369999999999997,0.168,0.9247443524799485,0.8069257768837319,0.9748339550485401,0.9292656182530655
4476,15/9-F-1 C,3267.4,8.5243,32.0868,2.4152,0.2161,-0.06163040254819367,-0.17973284283903543,0.08916299936493198,-0.039148846280313815
23784,15/9-F-11 B,4338.0,8.672,42.013000000000005,2.47,0.153,0.9481194243805361,0.6887756552728448,1.637639805358698,1.0177843530966784
11166,15/9-F-1 C,3936.4,8.5569,21.2471,2.218,0.1872,0.9605326113388395,0.6428501686649676,1.1836569763282472,0.9991958111041765
10264,15/9-F-1 C,3846.2,8.5569,42.9846,2.4090000000000003,0.1482,0.7787732934499273,0.7680902636681791,0.8546521246460792,0.8153519096090438
1437,15/9-F-1 A,3574.7,8.6719,43.8093,2.3929,0.2111,0.017909395896688978,0.0010410579860935677,0.08926909304614929,0.049024097915049046
4352,15/9-F-1 C,3255.0,8.5243,29.8743,2.3639,0.2496,-0.22570206150072256,-0.2717274021049829,-0.057495893831919324,-0.18708664335714442
6751,15/9-F-1 C,3494.9,8.5243,24.6844,2.2192,0.1703,0.5315427791821986,0.4656058906462863,0.6012340469164473,0.5282351714972637
24983,15/9-F-11 B,4457.9,8.75,60.891999999999996,2.552,0.193,0.24575935596727688,0.25139485004010426,0.26576091671761054,0.24575935596727688
22212,15/9-F-11 B,4180.8,8.672,18.494,2.2319999999999998,0.171,0.8205954965444903,0.8166389448984614,0.9423553497076768,0.8833774897483389
1070,15/9-F-1 A,3538.0,8.6718,40.492,2.5955,0.1512,0.41752151380429636,0.3387950316318056,0.4832305869021026,0.437544461797492
9797,15/9-F-1 C,3799.5,8.5569,31.3254,2.3107,0.1585,0.9184130605748846,0.8848293361129478,0.9694718264988865,0.9431629801640985
3958,15/9-F-1 B,3415.7,8.5791,49.5681,2.4438,0.1941,0.017951068830742274,0.027227254067255235,-0.06228155638273608,-0.004847623108546192
4980,15/9-F-1 C,3317.8,8.5569,58.2828,2.5677,0.1633,0.1991790260511266,0.009280884255358899,0.40312052117581787,0.22724378150306254
1737,15/9-F-1 A,3604.7,8.6875,48.6007,2.5846,0.0977,0.2512487623058446,0.20655604409902956,0.32114256522944834,0.27680634562876283
3578,15/9-F-1 B,3377.7,8.6976,50.9975,2.4778,0.1682,0.12178956885929658,0.1527774147972451,0.058919260718884675,0.09995673424118266
22314,15/9-F-11 B,4191.0,8.625,24.171,2.154,0.2,1.3464507775096948,1.0422998074136254,1.5766177361815423,1.426023015689876
27114,15/9-F-11 B,4671.0,8.672,10.52,2.286,0.14400000000000002,0.4212747912103465,0.42699895875653726,0.4629966120280561,0.41680687182294446
531,15/9-F-1 A,3484.1,8.6719,43.89,2.3609999999999998,0.1626,-0.05310580489767322,-0.07201405290057143,0.17940815151383593,0.045049012988961044
26269,15/9-F-11 B,4586.5,8.672,10.51,2.3480000000000003,0.107,0.6247975789607612,0.6557145496187098,0.42926766643316844,0.5314789170422551
16390,15/9-F-11 B,3598.6,8.625,46.475,2.271,0.263,0.780821175853473,0.688953462637418,0.9083777724323946,0.8200700343123257
9884,15/9-F-1 C,3808.2,8.5569,43.0709,2.3552,0.1759,0.9829583221671169,1.005086090396244,0.9490385250972778,0.978782905193747
7009,15/9-F-1 C,3520.7,8.5243,31.9332,2.1904,0.2117,1.0130100648097442,0.9610032109602971,1.0915790348335859,1.0677439186399984
27401,15/9-F-11 B,4699.7,8.703,17.64,2.369,0.158,-0.07831352451639793,-0.018181392829336368,-0.10513034325474745,-0.08884239126002341
10169,15/9-F-1 C,3836.7,8.6871,39.9264,2.2145,0.2182,0.6467075280415756,0.6693075807988359,0.7301279195118647,0.6762362167633115
24197,15/9-F-11 B,4379.3,8.75,61.894,2.611,0.264,0.14426277376199065,0.12580645813952682,0.28330122870354957,0.17868923977558987
6398,15/9-F-1 C,3459.6,8.5243,38.595,2.414,0.188,0.21165440055318246,0.1634297433014721,0.18295646905535118,0.2049064289025684
26544,15/9-F-11 B,4614.0,8.672,26.486,2.363,0.179,0.6221103603612195,0.7305400364771193,0.8058405488146727,0.6867256210745423
3696,15/9-F-1 B,3389.5,8.6976,42.9533,2.4747,0.1576,0.08357427967399127,0.07007482626752831,0.15833233170898084,0.11008442288692354
10161,15/9-F-1 C,3835.9,8.6871,39.9646,2.2046,0.2137,0.6270072107429019,0.6473340603243881,0.7260014207439482,0.6556281811032805
14813,15/9-F-11 B,3440.9,8.672,40.371,2.501,0.18,0.3044905277734877,0.3222192947339193,0.36586221540255504,0.30835094858672585
16898,15/9-F-11 B,3649.4,8.625,40.095,2.334,0.195,0.8232133785312327,0.617000341120899,1.2633756505094427,0.8860392755664422
11746,15/9-F-1 C,3994.4,8.5243,20.594,2.3467,0.1591,0.937201835327356,0.8175984196326176,0.9530828439120862,0.9513083705371126
19511,15/9-F-11 B,3910.7,8.625,15.19,2.201,0.168,1.7756759694732163,1.456533037354098,1.7565828639773355,1.720233747507828
20449,15/9-F-11 B,4004.5,8.672,30.524,2.242,0.214,1.2666079535745092,1.3481100684802376,1.1940145463746978,1.2473839928902557
17171,15/9-F-11 B,3676.7,8.625,17.277,2.171,0.17600000000000002,1.7463071096444285,1.3332658607261736,1.878136734234723,1.758040917428999
26691,15/9-F-11 B,4628.7,8.672,30.938000000000002,2.36,0.19399999999999998,0.6750447359558928,0.7917608040129049,0.6150026145245883,0.6590600722409383
5485,15/9-F-1 C,3368.3,8.5243,46.6974,2.4521,0.1517,0.44984851026599953,0.2620949646740632,0.6423655808449732,0.46490665131090103
12650,15/9-F-11 A,3594.7,8.672,47.891999999999996,2.5380000000000003,0.212,0.8407959615068038,0.5210072524086039,0.9643067823039365,0.8536373819585942
24484,15/9-F-11 B,4408.0,8.75,34.845,2.499,0.218,0.11693964655075585,0.10856502373283448,0.059563417901267686,0.08026562733984477
27210,15/9-F-11 B,4680.6,8.672,17.19,2.3,0.133,0.4789991316733571,0.46819958607261253,0.4480876666923411,0.44932409309872684
27554,15/9-F-11 B,4715.0,8.672,18.998,2.434,0.152,0.2748503200166648,-0.0163737128754655,1.3007258830748205,0.4756711883244297
27106,15/9-F-11 B,4670.2,8.672,9.516,2.2640000000000002,0.145,0.4094258686714433,0.395675785269936,0.4500950758716023,0.39164070349238783
22078,15/9-F-11 B,4167.4,8.672,19.604,2.23,0.177,0.42308195829723094,0.41979058610636266,0.38129562300382597,0.37675939540487985
22151,15/9-F-11 B,4174.7,8.672,15.802999999999999,2.248,0.152,0.5542468081661106,0.504470862494419,0.5640739789771467,0.5399538416563967
6531,15/9-F-1 C,3472.9,8.5243,30.9408,2.4079,0.1493,0.35364699641027264,0.40514137536294964,0.3302919914681564,0.35602585719312274
21101,15/9-F-11 B,4069.7,8.625,23.660999999999998,2.126,0.209,1.3610664497539422,1.0587675553704194,1.6417714706539592,1.4570943080038465
22126,15/9-F-11 B,4172.2,8.672,21.275,2.28,0.165,0.41697317260303635,0.42910600833269663,0.348888723071438,0.373463721632369
24696,15/9-F-11 B,4429.2,8.816,36.321,2.516,0.184,0.2787536009528289,0.2778383330020474,0.3300077008727592,0.2739267801005256
15788,15/9-F-11 B,3538.4,8.578,27.64,2.202,0.223,0.37712404234645613,0.452706226511029,0.14581771449182765,0.2593549273080343
26749,15/9-F-11 B,4634.5,8.625,32.648,2.274,0.214,0.7121443299512996,0.6579158413596256,0.7626785637274363,0.7215633183574809
18933,15/9-F-11 B,3852.9,8.781,35.49,2.6430000000000002,0.25,0.21879799811173756,0.26078666865497635,0.7004441010277515,0.34556975605639206
9555,15/9-F-1 C,3775.3,8.5243,28.9401,2.2487,0.17800000000000002,1.0200379278577254,1.0576204663650577,1.266415162642873,1.1707514876259253
12539,15/9-F-11 A,3583.6,8.625,94.57799999999999,2.576,0.27699999999999997,0.17868923977558987,0.1758016328482795,0.1942367487238292,0.18184358794477254
11359,15/9-F-1 C,3955.7,8.5569,20.0882,2.3551,0.1543,1.0181177205910001,0.8369188057540629,1.1459729028021812,1.073780649727222
11783,15/9-F-1 C,3998.1,8.5243,16.9496,2.2793,0.1622,0.9282011955460285,0.8413094048046866,1.010236334624135,0.9853950348750194
12820,15/9-F-11 A,3611.7,8.687999999999999,83.93299999999999,2.4930000000000003,0.244,1.561745189241543,0.7694512532490781,1.611903784101518,1.421587476009703
5515,15/9-F-1 C,3371.3,8.5569,44.4437,2.5637,0.151,0.4602662290768852,0.23006555120604674,0.7848953232367493,0.501716371633598
24389,15/9-F-11 B,4398.5,8.781,36.387,2.6510000000000002,0.179,0.1544239731146469,0.1846914308175988,0.5749567757645068,0.2819419334408248
13679,15/9-F-11 A,3697.6,8.625,34.834,2.298,0.21600000000000003,0.32366453560810016,0.3344537511509309,0.41547416810923576,0.3554515201265174
2302,15/9-F-1 B,3250.1,8.6633,23.9773,2.4614,0.1467,0.6039991235549294,0.613059175689517,0.5894916202454946,0.6036855496146997
16010,15/9-F-11 B,3560.6,8.649,64.226,2.42,0.203,0.6688516480825187,0.6450290647211425,0.6977522741677546,0.6845760873884552
7062,15/9-F-1 C,3526.0,8.5243,33.8109,2.2063,0.2049,0.9951435934174189,0.9403969378890349,1.08705698981521,1.0522782975279514
7651,15/9-F-1 C,3584.9,8.5243,32.3075,2.1693,0.2205,0.6707003252319739,0.5143484893019369,0.7805621189570636,0.6709042193586783
15383,15/9-F-11 B,3497.9,8.578,24.19,2.135,0.20800000000000002,1.6393769057356569,1.6188322578915568,1.7722556772047189,1.7233489324869773
17178,15/9-F-11 B,3677.4,8.578,16.642,2.166,0.162,1.7475904611728605,1.349335818117248,1.8348465231202942,1.7404258550069585
9631,15/9-F-1 C,3782.9,8.5243,32.4196,2.2639,0.1775,0.8220372480725852,0.8582423547153379,0.8675205192254128,0.8446014196263467
11263,15/9-F-1 C,3946.1,8.5569,21.8131,2.2124,0.1972,0.820746449344175,0.7300955800675842,0.9866597882720941,0.909047628631306
3654,15/9-F-1 B,3385.3,8.6976,61.1319,2.5281,0.1434,0.2960725663598352,0.27346427262134626,0.37099393351474386,0.32897049423693037
7938,15/9-F-1 C,3613.6,8.5243,10.4708,2.2551,0.1429,1.1298412889577012,0.8446511072280144,1.4561397158566487,1.2254798639101607
8029,15/9-F-1 C,3622.7,8.5243,10.3576,2.1655,0.1614,1.5755307559530314,1.0638285551045255,1.8813886515766063,1.662808811085065
21972,15/9-F-11 B,4156.8,8.625,16.91,2.255,0.159,0.3912880485952975,0.395675785269936,0.3639878297484914,0.35102285258412386
15919,15/9-F-11 B,3551.5,8.625,59.263000000000005,2.373,0.195,0.7130703258556393,0.6987962517904313,0.8238653093245113,0.766040860381389
158,15/9-F-1 A,3446.8,8.6251,50.6431,2.4606,0.2412,-0.1173616383039613,-0.3398937782767559,0.23844757714111903,-0.055122694036304626
22853,15/9-F-11 B,4244.9,8.625,36.265,2.275,0.213,1.0374663396435004,0.7189166860148611,1.3298858050544253,1.0044073641763307
6671,15/9-F-1 C,3486.9,8.5243,34.1423,2.168,0.207,0.636247112121415,0.5181321193571605,0.8144606941080815,0.7072549853613803
1309,15/9-F-1 A,3561.9,8.625,52.3741,2.383,0.1875,0.031933340275605474,-0.031236951802751434,-0.04672366333269562,-0.01745741769705663
2630,15/9-F-1 B,3282.9,8.6637,39.0719,2.4530000000000003,0.1259,0.3586770845129741,0.34141473850182963,0.5089335260500328,0.41005139755045195
10544,15/9-F-1 C,3874.2,8.5569,43.4955,2.3115,0.2127,0.4664820684959099,0.4347923804513269,0.4682734645251005,0.43828913430074884
1299,15/9-F-1 A,3560.9,8.5625,38.1455,2.4163,0.1865,-0.07175781684269092,-0.06499684854634524,-0.00034757463392091225,-0.040195683491662054
11353,15/9-F-1 C,3955.1,8.5569,22.7104,2.405,0.1384,0.9990957267070564,0.8305501770696647,1.0903427162265165,1.0464951643347082
8403,15/9-F-1 C,3660.1,8.5243,46.7333,2.2459,0.207,0.7291647896927701,0.6474807731736759,0.9445764301557045,0.8138744217847808
6471,15/9-F-1 C,3466.9,8.6058,49.0505,2.5129,0.1583,-0.007358130121602345,0.11384311893748701,-0.09539263618455208,-0.028399479769941033
13418,15/9-F-11 A,3671.5,8.625,35.251999999999995,2.214,0.203,0.6098077693287023,0.6055205234374689,0.7190825739014859,0.6486526951312229
1128,15/9-F-1 A,3543.8,8.625,47.0851,2.5101,0.1193,0.11008442288692354,0.10109376673665879,0.2100508498751372,0.15645828524045638
7619,15/9-F-1 C,3581.7,8.5243,21.3875,2.2418,0.1689,0.7197123706197144,0.5819837728607399,0.8306720554837839,0.7332213473121653
21934,15/9-F-11 B,4153.0,8.672,15.418,2.252,0.16,0.36116099519502604,0.38578495884333575,0.38560627359831223,0.35602585719312274
316,15/9-F-1 A,3462.6,8.5781,38.9416,2.2973,0.1847,-0.3525192268263241,-0.3376199799837524,-0.43250310889577737,-0.3907258275954124
21390,15/9-F-11 B,4098.6,8.703,60.597,2.483,0.223,0.815444982670543,0.8196096669593546,0.755188585608325,0.7677493673455799
1032,15/9-F-1 A,3534.2,8.6719,33.8489,2.4945,0.1299,0.15084850666952285,0.09043441617512203,0.24743312956303581,0.17315712015346896
22575,15/9-F-11 B,4217.1,8.672,27.913,2.182,0.195,1.388367667157301,1.0437943923257789,1.5901728315963144,1.4423700056867834
2272,15/9-F-1 B,3247.1,8.6637,22.1336,2.2119,0.1792,0.9209108146244522,0.8055756129027137,0.9771197449137748,0.9524533964230332
27507,15/9-F-11 B,4710.3,8.672,34.969,2.334,0.162,-0.07262963696097648,-0.1824346304402192,-0.266000713461613,-0.2628073572952627
24867,15/9-F-11 B,4446.3,8.75,44.424,2.656,0.268,0.24723654950676405,0.2699796766453238,0.24919835739111287,0.24402958903002173
668,15/9-F-1 A,3497.8,8.7031,33.0757,2.6061,0.0852,0.49573854723910404,0.37941430441217117,0.824347157008179,0.608108653650927
25830,15/9-F-11 B,4542.6,8.625,27.358,2.178,0.21100000000000002,1.0457531475941413,0.8401060944567578,1.3022226663176657,1.1192228869235834
1894,15/9-F-1 A,3620.4,8.6927,69.6684,2.5602,0.1313,0.3966177425827239,0.4019860987234739,0.36483230453917403,0.38467592335956585
24985,15/9-F-11 B,4458.1,8.75,62.86,2.555,0.18899999999999997,0.24029958200271248,0.24674470972384135,0.2880255353883628,0.24748226067705428
19836,15/9-F-11 B,3943.2,8.762,67.218,2.499,0.299,0.3516030724191289,0.38147609027503,0.45621415535798887,0.3364597338485295
12090,15/9-F-1 C,4028.8,8.6057,52.6017,2.4568,0.1803,0.19694954097399722,0.21402214870043296,0.14888016912822968,0.17493159352844256
3973,15/9-F-1 B,3417.2,8.664,44.5927,2.4008,0.175,0.043794392325778995,0.0,0.08898611894791306,0.04418685076736365
22137,15/9-F-11 B,4173.3,8.672,19.273,2.261,0.163,0.43264866001310676,0.4416951356407171,0.3996737214810381,0.4163075870598826
7466,15/9-F-1 C,3566.4,8.5569,38.9516,2.4701,0.1406,0.6287158052050055,0.6301531757312815,0.7374947938055997,0.6750539136797528
3583,15/9-F-1 B,3378.2,8.6976,47.1461,2.4524,0.1569,0.10714210583307239,0.12674814156019187,0.16381709389932556,0.1314582601065252
11726,15/9-F-1 C,3992.4,8.5243,22.0525,2.342,0.1603,0.9276064400707936,0.8314666335845298,0.9264299141936999,0.9408848812963567
7449,15/9-F-1 C,3564.7,8.5569,42.4553,2.55,0.1098,0.9642643456379367,0.7908338443502895,1.2209105294203195,1.0573769850975832
23906,15/9-F-11 B,4350.2,8.684,37.025,2.358,0.183,1.488818542833805,1.09321149181366,1.3010734229408438,1.2327674741763424
13156,15/9-F-11 A,3645.3,8.687999999999999,41.82899999999999,2.315,0.19399999999999998,0.2370407913791908,0.35353155907776196,0.3111178426625056,0.2591158441850663
19628,15/9-F-11 B,3922.4,8.644,15.04,2.198,0.17300000000000001,1.685446138687734,1.3495494835866353,1.709668446867687,1.6829569263012085
26467,15/9-F-11 B,4606.3,8.625,20.075,2.33,0.149,1.094890197006651,0.8414220444023593,1.4831877619987626,1.2079842467661563
22209,15/9-F-11 B,4180.5,8.625,19.698,2.238,0.16699999999999998,0.8147800792178459,0.8086160354269919,0.93379088414342,0.8761023213777936
7633,15/9-F-1 C,3583.1,8.5243,20.5019,2.2313,0.188,0.5595475555804343,0.5263651274825217,0.7680828557231396,0.632072431957763
11697,15/9-F-1 C,3989.5,8.5243,19.8801,2.3168,0.1699,0.9439394644722164,0.8488354573622804,0.9827007911139003,0.9828634600715991
16660,15/9-F-11 B,3625.6,8.625,53.638000000000005,2.424,0.203,0.8910354711300459,0.595055089759304,1.1756567472816635,0.9014038268252518
13777,15/9-F-11 A,3707.4,8.703,41.553999999999995,2.541,0.133,0.38003024796783064,0.3059958827708047,0.4427932259397691,0.3895204658463774
7029,15/9-F-1 C,3522.7,8.5243,30.5856,2.1786,0.2101,0.9731417138407141,0.9075994426517067,1.076345474679306,1.0379322162188205
13525,15/9-F-11 A,3682.2,8.578,20.904,2.292,0.134,1.2003305651247738,1.0056951811185104,1.4999343951207136,1.3311234878466514
23548,15/9-F-11 B,4314.4,8.625,24.543000000000003,2.219,0.166,1.365150901493603,0.9344984512435677,1.9083026841589974,1.4663782075646716
678,15/9-F-1 A,3498.8,8.7267,41.9312,2.5533,0.0925,0.4731218632907292,0.40575603977395575,0.85032759486261,0.5884285848982354
14918,15/9-F-11 B,3451.4,8.672,27.346999999999998,2.6660000000000004,0.18899999999999997,0.5046067706419538,0.38810120157051664,0.6172100945574337,0.5066403055665025
7798,15/9-F-1 C,3599.6,8.6057,60.1283,2.5,0.2101,0.3088204331099598,0.3422844742257487,0.3734085812955952,0.33393067439665736
3779,15/9-F-1 B,3397.8,8.6976,43.6295,2.4378,0.1716,0.046104787246038705,0.0489077014837712,0.05080494781346043,0.058577849133225064
16003,15/9-F-11 B,3559.9,8.672,59.633,2.542,0.22899999999999998,0.6137361412618713,0.6307328928171965,0.5991185650553629,0.6099144100859978
19057,15/9-F-11 B,3865.3,8.648,51.568999999999996,2.456,0.20600000000000002,0.78738962135211,0.4138025167693515,1.469100045714246,0.8282731120520698
12840,15/9-F-11 A,3613.7,8.625,9.697000000000001,2.2680000000000002,0.17,1.4061653332765531,1.0331019366638479,1.5752109450836147,1.4783644511696814
2450,15/9-F-1 B,3264.9,8.6976,9.0099,2.1657,0.1604,1.031165999660659,0.7846957295443845,1.4643837181089585,1.196062827957355
3621,15/9-F-1 B,3382.0,8.698,46.4865,2.495,0.1396,0.10836203495517166,0.07892783368071962,0.2238592153306301,0.15262463944761911
16540,15/9-F-11 B,3613.6,8.656,50.287,2.5,0.19699999999999998,0.7498908412714219,0.6291036501771364,1.0786018003553912,0.8172347304254982
4615,15/9-F-1 C,3281.3,8.6058,95.6683,2.4358,0.2804,0.012204296030742802,0.004278372200162453,0.03181227133037031,0.018325945402920835
10398,15/9-F-1 C,3859.6,8.5244,41.4901,2.2541,0.2068,0.4836871233069738,0.4946693175865643,0.7362131833518769,0.60182106365178
3560,15/9-F-1 B,3375.9,8.6976,58.2698,2.4847,0.1508,0.20525851200405967,0.20690679293086403,0.26576091671761054,0.22927217882129028
20459,15/9-F-11 B,4005.5,8.672,22.083000000000002,2.4130000000000003,0.18100000000000002,1.5572786860563612,1.4058754568963157,1.4001579233904484,1.3599302961121025
2619,15/9-F-1 B,3281.8,8.6637,34.5785,2.4215,0.1943,0.5320660948105518,0.5272431163880886,0.626884178239356,0.5777330075534526
5647,15/9-F-1 C,3384.5,8.5569,54.5301,2.4884,0.1678,0.25971330539073073,0.24395530197874102,0.5289423974157293,0.35181562561689067
45,15/9-F-1 A,3435.5,8.5781,29.4624,2.3153,0.1894,-0.15403423845451625,-0.21154879297654444,-0.23859844250136897,-0.16551571466519474
1716,15/9-F-1 A,3602.6,8.75,40.7198,2.4195,0.1454,0.005866601875384951,0.09968064110925012,-0.08323031571686386,-0.005902910411789988
25287,15/9-F-11 B,4488.3,8.672,21.763,2.271,0.149,1.5173014886341567,0.9433460983565908,1.7293025105067124,1.5148000217377156
2734,15/9-F-1 B,3293.3,8.613,11.1206,2.1743,0.1449,1.17485320442887,1.0756710278072876,1.5708323730694866,1.39754549014394
5707,15/9-F-1 C,3390.5,8.5243,36.3452,2.2322,0.2402,-0.2506502394025234,-0.22541004973520554,-0.22841251911874466,-0.25049557612385775
15581,15/9-F-11 B,3517.7,8.578,27.366999999999997,2.167,0.188,1.3377187620574487,1.398686353508193,1.5811301057189056,1.5015658718510116
409,15/9-F-1 A,3471.9,8.625,41.0345,2.4715,0.1711,0.03438778358956657,-0.01867982674089269,0.10397466938638814,0.06870521969194124
26119,15/9-F-11 B,4571.5,8.703,82.914,2.529,0.261,0.37694175714675865,0.4402792132355882,0.549738731264899,0.41680687182294446
574,15/9-F-1 A,3488.4,8.6875,36.4772,2.5181,0.1169,0.5307758130104098,0.2302700574112046,0.9846038144417419,0.6253947738662713
11284,15/9-F-1 C,3948.2,8.5243,21.8439,2.2031,0.2003,0.8436998451606686,0.764138756041764,0.9636981268309859,0.9222530291131597
14452,15/9-F-11 B,3404.8,8.625,36.537,2.481,0.259,0.4429498695778617,0.42748610909578555,0.40191725051757465,0.4070508148042503
19298,15/9-F-11 B,3889.4,8.781,38.993,2.5660000000000003,0.248,0.4109458586877745,0.4187982905903536,0.3519894554356322,0.3791241460703919
16180,15/9-F-11 B,3577.6,8.578,34.722,2.36,0.168,0.8132473008976051,0.6390878710837373,1.1817007044159618,0.9250025076809776
578,15/9-F-1 A,3488.8,8.6719,38.1666,2.5778,0.1038,0.4136852598549284,0.19997446253049064,0.6685443214074702,0.4706603515913935
22170,15/9-F-11 B,4176.6,8.672,18.61,2.249,0.158,0.6861892342440237,0.6247975789607612,0.7583061817253068,0.7137424784090824
11685,15/9-F-1 C,3988.3,8.5243,17.385,2.2563,0.1709,0.9262137858390813,0.8314730355669423,1.0320059654457805,0.9966035997642
15888,15/9-F-11 B,3548.4,8.625,60.788000000000004,2.401,0.201,0.7949061761599162,0.7371926427047373,0.7614767795447017,0.7876729646874929
24989,15/9-F-11 B,4458.5,8.734,60.698,2.56,0.183,0.23451728351268664,0.23527587668705244,0.31238894937059186,0.24452451157008376
15585,15/9-F-11 B,3518.1,8.578,32.592,2.186,0.196,1.342521372898964,1.3803378924664904,1.5912093477316895,1.505489138416724
15997,15/9-F-11 B,3559.3,8.672,55.098,2.6060000000000003,0.247,0.5694909543487832,0.6053050461411095,0.545059584694003,0.5628873812938793
13876,15/9-F-11 A,3717.3,8.687000000000001,97.36200000000001,2.511,0.235,0.19975517725347472,0.21298618473666817,0.2706788361447064,0.225567713439471
27631,15/9-F-11 B,4722.7,8.672,22.39,2.3409999999999997,0.16399999999999998,-0.2984320149440726,-0.3169529617611504,-0.2984320149440726,-0.3106911408763798
15031,15/9-F-11 B,3462.7,8.672,46.876999999999995,2.532,0.252,0.2638726768652236,0.24575935596727688,0.24278980947867654,0.23019337886904562
7931,15/9-F-1 C,3612.9,8.6056,73.7298,2.4732,0.2549,0.768623303909263,0.6339126227235914,0.824197450789397,0.7346238366854481
5831,15/9-F-1 C,3402.9,8.5243,30.8999,2.2256,0.2453,-0.13703424102223746,-0.0369681249461017,-0.2709162429563881,-0.1715334526473217
21856,15/9-F-11 B,4145.2,8.672,14.921,2.405,0.20199999999999999,0.33183204443624864,0.42894429003557444,0.6080979463252796,0.45697301363581794
25481,15/9-F-11 B,4507.7,8.672,28.346999999999998,2.276,0.174,1.2882492255719862,1.2843856099957696,1.2192700858853962,1.258541507118461
22495,15/9-F-11 B,4209.1,8.625,25.938000000000002,2.168,0.198,1.4175381194013277,1.1109935173779952,1.5613637900342843,1.459241664878082
27523,15/9-F-11 B,4711.9,8.676,42.995,2.41,0.215,-0.24412514432750865,-0.2740883677049518,-0.2798406965940431,-0.2975694635544747
1019,15/9-F-1 A,3532.9,8.6015,43.1938,2.467,0.1295,0.13592733500546836,0.13360277051016103,0.27685226384427436,0.18706927123042344
8096,15/9-F-1 C,3629.4,8.5243,13.7976,2.2497,0.1841,0.06062230430995602,0.3661613678041911,-0.1232627028593355,0.011062694729734767
3858,15/9-F-1 B,3405.7,8.613,56.5833,2.4239,0.1739,0.07048117506601878,0.056447458474917514,0.12172394563736699,0.09457593364924907
16218,15/9-F-11 B,3581.4,8.578,32.72,2.338,0.17300000000000001,0.8142475957319202,0.6303261548039468,1.1830989401001297,0.9283958522567138
21714,15/9-F-11 B,4131.0,8.672,10.706,2.275,0.17800000000000002,0.3820170425748684,0.38147609027503,0.22865695810893527,0.28712962071911075
10672,15/9-F-1 C,3887.0,8.6057,46.5027,2.3426,0.22,0.20935413494016025,0.23834724342647542,-0.05163594401163066,0.08450478324622764
2404,15/9-F-1 B,3260.3,8.6134,29.6271,2.2561,0.1849,0.4018139577398483,0.32039557023646914,0.5794291591571551,0.4606874069116856
1020,15/9-F-1 A,3533.0,8.5782,47.806000000000004,2.4302,0.134,0.12365567443812191,0.12826999516962664,0.12823767076918724,0.11620912580339977
23376,15/9-F-11 B,4297.2,8.75,67.98,2.536,0.188,0.7687860469080142,0.8600383898071934,0.7538893314598334,0.7464006444915611
19670,15/9-F-11 B,3926.6,8.625,13.585999999999999,2.19,0.161,1.6663962861730885,1.190807760131902,1.744496388752635,1.6807252062241547
8428,15/9-F-1 C,3662.6,8.5243,45.7749,2.2457,0.2152,0.6847286966315762,0.618435126515527,0.9750041971440939,0.795998129380644
387,15/9-F-1 A,3469.7,8.6719,49.5177,2.4614,0.1448,0.1761202110560855,0.10795577254771305,0.28046454662691805,0.2170099098042056
17036,15/9-F-11 B,3663.2,8.625,18.869,2.261,0.191,0.6083120426973272,0.716170347859854,0.508395033133053,0.5704261783589726
22992,15/9-F-11 B,4258.8,8.672,36.056,2.4459999999999997,0.175,0.8355638150882629,0.723044991643445,1.5075725437645664,0.9506568825045106
7589,15/9-F-1 C,3578.7,8.5243,40.6125,2.3653,0.2276,0.43495193608775296,0.4848974728161463,0.429978248073312,0.4343612872003132
16147,15/9-F-11 B,3574.3,8.578,46.702,2.4330000000000003,0.168,0.9532763366673044,0.6222140229662954,1.5450348237554345,1.0364691989154624
11099,15/9-F-1 C,3929.7,8.5569,26.1387,2.2129,0.2037,0.8581099111517682,0.7177121000984008,1.0430123433326748,0.9351796580530781
19659,15/9-F-11 B,3925.5,8.602,16.621,2.195,0.172,1.6771139860263427,1.2187192669004931,1.7082593907493815,1.6659372852220151
26612,15/9-F-11 B,4620.8,8.672,24.274,2.5,0.114,1.1486334984893494,1.1046236604353257,1.1709654063108412,1.1733319803686495
3325,15/9-F-1 B,3352.4,8.6973,57.0753,2.5169,0.1531,0.16796681339562056,0.16637090128856513,0.1517068570225763,0.1771900804896093
